ITEM_WID,AMOUNT,QUANTITY,QUARTER_NAME,CUM_YIELD,YIELD_QUANTITY
10033,166.538350000000,44.000000000000,2024-Q3,1.0000000,22.0000000
10024,127.174740000000,42.000000000000,2024-Q3,1.0000000,42.0000000
10036,308.466120000000,155.000000000000,2024-Q3,1.0000000,62.0000000
10080,87.896260000000,53.000000000000,2024-Q2,1.0000000,53.0000000
10040,21.559460000000,13.000000000000,2025-Q1,1.0000000,13.0000000
10073,56.303520000000,4.000000000000,2025-Q1,1.0000000,1.0000000
10087,18.767840000000,2.500000000000,2025-Q1,1.0000000,1.0000000
10100,863.320640000000,46.000000000000,2024-Q2,1.0000000,46.0000000
10037,1201.105600000000,5.000000000000,2025-Q1,1.0000000,10.0000000
10063,9728.955360000000,486.000000000000,2024-Q3,1.0000000,324.0000000
10001,19565.971200000000,12420.000000000000,2024-Q3,1.0000000,4968.0000000
10066,240.221120000000,6.000000000000,2024-Q3,1.0000000,4.0000000
10038,120.110560000000,2.000000000000,2024-Q3,1.0000000,4.0000000
10061,24547.595700000000,327.000000000000,2024-Q3,1.0000000,327.0000000
10048,150.138200000000,10.000000000000,2025-Q1,1.0000000,10.0000000
10100,660.608080000000,11.000000000000,2024-Q3,1.0000000,11.0000000
10036,825.760100000000,44.000000000000,2024-Q4,1.0000000,11.0000000
10043,37234.273600000000,310.000000000000,2025-Q1,1.0000000,310.0000000
10095,1492.043280000000,53.000000000000,2024-Q3,1.0000000,53.0000000
10022,75.071360000000,1.000000000000,2024-Q4,1.0000000,1.0000000
10015,497.347760000000,212.000000000000,2025-Q1,1.0000000,53.0000000
10013,46.919600000000,5.000000000000,2024-Q3,1.0000000,1.0000000
10046,631.238850000000,495.000000000000,2024-Q4,1.0000000,495.0000000
10061,1580.123920000000,2.000000000000,2024-Q3,1.0000000,1.0000000
10051,77.896985000000,1.000000000000,2024-Q3,1.0000000,1.0000000
10044,307.000000000000,20.000000000000,2024-Q3,1.0000000,4.0000000
10100,2681.826280000000,332.000000000000,2024-Q3,1.0000000,83.0000000
10094,6320.495680000000,3.000000000000,2024-Q3,1.0000000,1.0000000
10094,1580.123920000000,1.500000000000,2024-Q4,1.0000000,1.0000000
10073,426.338790000000,37.000000000000,2024-Q2,1.0000000,37.0000000
10054,5.455650000000,2.000000000000,2025-Q1,1.0000000,2.0000000
10070,43600.133280000000,1452.000000000000,2024-Q3,1.0000000,363.0000000
10039,750.691000000000,2.500000000000,2024-Q3,1.0000000,5.0000000
10049,525.499520000000,168.000000000000,2025-Q1,1.0000000,56.0000000
10054,9.383920000000,4.000000000000,2024-Q3,1.0000000,1.0000000
10004,1864.433900000000,2.000000000000,2025-Q1,1.0000000,4.0000000
10056,27111.852560000000,19045.000000000000,2024-Q2,1.0000000,3809.0000000
10047,1544.037780000000,134.000000000000,2025-Q1,1.0000000,134.0000000
10070,5841.309760000000,13910.000000000000,2024-Q3,1.0000000,2782.0000000
10096,26524.680000000000,2.000000000000,2024-Q3,1.0000000,1.0000000
10059,13773.020400000000,7740.000000000000,2024-Q2,1.0000000,3870.0000000
10067,2370.185880000000,1.000000000000,2024-Q3,1.0000000,1.0000000
10046,2370.185880000000,3.000000000000,2025-Q1,1.0000000,1.0000000
10079,3338.942760000000,318.000000000000,2025-Q1,1.0000000,159.0000000
10092,6299.892000000000,480.000000000000,2024-Q2,1.0000000,240.0000000
10020,1584.367125000000,82.500000000000,2025-Q1,1.0000000,55.0000000
10068,17211.000000000000,1.000000000000,2024-Q3,1.0000000,1.0000000
10072,70.478880000000,3.000000000000,2025-Q1,1.0000000,3.0000000
10038,11498.899300000000,421.000000000000,2024-Q3,1.0000000,842.0000000
10046,273.133000000000,40.000000000000,2024-Q4,1.0000000,10.0000000
10099,6149.030400000000,240.000000000000,2024-Q3,1.0000000,120.0000000
10063,2108.648610000000,305.000000000000,2024-Q2,1.0000000,61.0000000
10052,2120.171280000000,920.000000000000,2024-Q3,1.0000000,184.0000000
10068,437.293480000000,65.000000000000,2024-Q3,1.0000000,26.0000000
10034,7900.619600000000,4.000000000000,2025-Q1,1.0000000,1.0000000
10084,29775.000000000000,1.000000000000,2024-Q3,1.0000000,1.0000000
10006,32548.074000000000,520.000000000000,2024-Q3,1.0000000,260.0000000
10028,3836.000000000000,0.500000000000,2025-Q1,1.0000000,1.0000000
10097,4115.000000000000,1.000000000000,2025-Q1,1.0000000,1.0000000
10079,2544.503850000000,189.000000000000,2025-Q1,1.0000000,63.0000000
10036,19180.000000000000,5.000000000000,2025-Q2,1.0000000,1.0000000
10014,167.457760000000,40.000000000000,2024-Q2,1.0000000,16.0000000
10013,120.110560000000,10.000000000000,2025-Q2,1.0000000,2.0000000
10027,60.055280000000,2.000000000000,2024-Q3,1.0000000,2.0000000
10067,150.138200000000,5.000000000000,2024-Q3,1.0000000,2.0000000
10023,21019.348000000000,700.000000000000,2024-Q3,1.0000000,350.0000000
10032,5348.834400000000,57.000000000000,2025-Q1,1.0000000,57.0000000
10001,3659.728800000000,156.000000000000,2025-Q1,1.0000000,39.0000000
10021,225.214080000000,12.000000000000,2025-Q1,1.0000000,3.0000000
10027,84.455280000000,1.500000000000,2024-Q3,1.0000000,3.0000000
10056,4218.883420000000,702.500000000000,2024-Q3,1.0000000,281.0000000
10099,300.276400000000,5.000000000000,2024-Q3,1.0000000,10.0000000
10029,112.607040000000,6.000000000000,2024-Q3,1.0000000,2.0000000
10004,1323.132720000000,23.500000000000,2024-Q2,1.0000000,47.0000000
10066,37.535680000000,5.000000000000,2025-Q2,1.0000000,2.0000000
10098,26485.794400000000,29976.000000000000,2024-Q3,1.0000000,19984.0000000
10003,18.554900000000,35.000000000000,2024-Q3,1.0000000,7.0000000
10035,600.552800000000,10.000000000000,2025-Q1,1.0000000,10.0000000
10074,1141.050320000000,9.500000000000,2024-Q3,1.0000000,19.0000000
10048,4564.201280000000,190.000000000000,2024-Q2,1.0000000,38.0000000
10045,24952.968840000000,138.500000000000,2024-Q3,1.0000000,277.0000000
10009,450.414600000000,40.000000000000,2024-Q4,1.0000000,10.0000000
10078,9398.651320000000,939.000000000000,2024-Q3,1.0000000,313.0000000
10073,150.138200000000,4.000000000000,2025-Q1,1.0000000,1.0000000
10082,60.055280000000,2.500000000000,2024-Q2,1.0000000,1.0000000
10054,30.027640000000,5.000000000000,2024-Q3,1.0000000,1.0000000
10039,30898.441560000000,1029.000000000000,2024-Q3,1.0000000,343.0000000
10047,2402.211200000000,80.000000000000,2024-Q2,1.0000000,16.0000000
10072,666.684840000000,201.000000000000,2025-Q1,1.0000000,134.0000000
10063,1368.196500000000,550.000000000000,2025-Q1,1.0000000,275.0000000
10083,92175.026800000000,14322.500000000000,2024-Q2,1.0000000,5729.0000000
10100,724.034850000000,16.500000000000,2025-Q1,1.0000000,33.0000000
10037,3950.309800000000,2.500000000000,2024-Q3,1.0000000,1.0000000
10026,7900.619600000000,1.000000000000,2024-Q3,1.0000000,1.0000000
10023,399358.191500000000,1010.000000000000,2024-Q3,1.0000000,505.0000000
10027,240.470900000000,43.500000000000,2025-Q1,1.0000000,29.0000000
10034,92.042310000000,111.000000000000,2025-Q1,1.0000000,111.0000000
10071,361.535560000000,1090.000000000000,2024-Q3,1.0000000,218.0000000
10075,551.424650000000,532.000000000000,2025-Q1,1.0000000,133.0000000
10018,64.678380000000,97.500000000000,2024-Q3,1.0000000,39.0000000
10019,1545.020820000000,7.000000000000,2024-Q2,1.0000000,14.0000000
10057,4.142320000000,20.000000000000,2024-Q4,1.0000000,4.0000000
10061,5860.000000000000,2.000000000000,2024-Q3,1.0000000,1.0000000
10017,14650.000000000000,2.000000000000,2024-Q2,1.0000000,1.0000000
10099,214835.822100000000,615.000000000000,2024-Q3,1.0000000,615.0000000
10064,659.087080000000,2.000000000000,2025-Q1,1.0000000,4.0000000
10005,15434.760000000000,4000.000000000000,2025-Q1,1.0000000,2000.0000000
10083,9728.955360000000,486.000000000000,2024-Q3,1.0000000,324.0000000
10022,1501.382000000000,5.000000000000,2025-Q1,1.0000000,10.0000000
10087,39855.741200000000,10225.000000000000,2024-Q2,1.0000000,4090.0000000
10001,5931.783720000000,45.000000000000,2024-Q3,1.0000000,9.0000000
10065,8437.766840000000,1124.000000000000,2024-Q2,1.0000000,281.0000000
10054,540.497520000000,12.000000000000,2025-Q1,1.0000000,12.0000000
10031,5.301400000000,2.000000000000,2024-Q3,1.0000000,2.0000000
10079,76665.882440000000,26090.000000000000,2024-Q3,1.0000000,5218.0000000
10018,15149.274780000000,4694.000000000000,2025-Q1,1.0000000,4694.0000000
10075,185756.331120000000,3340.000000000000,2024-Q3,1.0000000,1336.0000000
10025,8932.500000000000,2.000000000000,2025-Q1,1.0000000,1.0000000
10087,73270.441350000000,60730.000000000000,2024-Q3,1.0000000,12146.0000000
10073,19231.442880000000,2535.000000000000,2024-Q3,1.0000000,507.0000000
10076,96735.580000000000,1600.000000000000,2024-Q3,1.0000000,400.0000000
10029,1464.055000000000,5584.000000000000,2024-Q3,1.0000000,1396.0000000
10042,481575.000000000000,25.000000000000,2024-Q3,1.0000000,25.0000000
10011,2.650700000000,1.000000000000,2025-Q1,1.0000000,2.0000000
10067,116904.112000000000,6240.000000000000,2024-Q3,1.0000000,4160.0000000
10046,39.580750000000,5.500000000000,2024-Q3,1.0000000,11.0000000
10100,8317.656280000000,692.500000000000,2024-Q3,1.0000000,277.0000000
10042,1050.967400000000,140.000000000000,2024-Q2,1.0000000,35.0000000
10033,20813.489400000000,35160.000000000000,2024-Q3,1.0000000,17580.0000000
10055,230.746400000000,2.500000000000,2024-Q3,1.0000000,5.0000000
10042,2942.500000000000,4.000000000000,2024-Q2,1.0000000,1.0000000
10090,1155.080000000000,24.000000000000,2025-Q1,1.0000000,12.0000000
10063,6867.066880000000,1024.000000000000,2024-Q3,1.0000000,512.0000000
10034,11796.340000000000,5624.000000000000,2025-Q1,1.0000000,2812.0000000
10048,48.755520000000,88.000000000000,2024-Q2,1.0000000,44.0000000
10004,10074.752500000000,100.000000000000,2024-Q2,1.0000000,50.0000000
10085,78093.865520000000,16028.000000000000,2024-Q2,1.0000000,4007.0000000
10084,3682.864240000000,1444.000000000000,2025-Q1,1.0000000,722.0000000
10053,73109.520000000000,15.000000000000,2024-Q3,1.0000000,3.0000000
10039,373704.000000000000,50.000000000000,2024-Q4,1.0000000,25.0000000
10009,540.497520000000,6.000000000000,2024-Q3,1.0000000,12.0000000
10071,387249.252600000000,4794.000000000000,2024-Q2,1.0000000,4794.0000000
10049,29817.446520000000,993.000000000000,2025-Q1,1.0000000,331.0000000
10067,1921.768960000000,32.000000000000,2025-Q1,1.0000000,16.0000000
10063,1501.382000000000,10.000000000000,2025-Q1,1.0000000,10.0000000
10060,4981.966950000000,717.000000000000,2024-Q3,1.0000000,717.0000000
10064,126207.390960000000,3906.000000000000,2024-Q3,1.0000000,3906.0000000
10056,4099.353600000000,300.000000000000,2024-Q3,1.0000000,120.0000000
10018,3270.172000000000,15474.000000000000,2024-Q3,1.0000000,5158.0000000
10006,3334.509900000000,509.000000000000,2024-Q3,1.0000000,509.0000000
10036,1425.519360000000,1632.000000000000,2024-Q3,1.0000000,1088.0000000
10070,11720.000000000000,1.500000000000,2025-Q1,1.0000000,1.0000000
10029,24547.595700000000,327.000000000000,2025-Q1,1.0000000,327.0000000
10001,255.234940000000,68.000000000000,2024-Q4,1.0000000,17.0000000
10015,4864.477680000000,324.000000000000,2024-Q3,1.0000000,324.0000000
10100,720.663360000000,16.000000000000,2025-Q1,1.0000000,16.0000000
10036,2635.187280000000,396.000000000000,2024-Q3,1.0000000,264.0000000
10031,3160.247840000000,3.000000000000,2024-Q3,1.0000000,1.0000000
10016,40116.927040000000,1336.000000000000,2024-Q2,1.0000000,334.0000000
10049,660.608080000000,22.000000000000,2024-Q3,1.0000000,11.0000000
10047,300.276400000000,20.000000000000,2024-Q3,1.0000000,10.0000000
10059,654.710000000000,74.000000000000,2024-Q3,1.0000000,74.0000000
10010,900.829200000000,50.000000000000,2024-Q3,1.0000000,10.0000000
10024,300.276400000000,30.000000000000,2024-Q3,1.0000000,10.0000000
10039,900.829200000000,10.000000000000,2024-Q3,1.0000000,10.0000000
10069,750.691000000000,10.000000000000,2024-Q3,1.0000000,10.0000000
10063,36099.089600000000,2540.000000000000,2025-Q1,1.0000000,1016.0000000
10026,3.607865000000,2.000000000000,2024-Q3,1.0000000,1.0000000
10065,55.481760000000,4.000000000000,2024-Q3,1.0000000,4.0000000
10016,593.642700000000,22.500000000000,2025-Q1,1.0000000,15.0000000
10098,9380.449000000000,1560.000000000000,2025-Q1,1.0000000,520.0000000
10059,7502.986100000000,8222.000000000000,2024-Q3,1.0000000,4111.0000000
10063,10055.874000000000,21148.000000000000,2024-Q2,1.0000000,5287.0000000
10077,3322.794000000000,5241.000000000000,2024-Q2,1.0000000,5241.0000000
10069,1318.174160000000,12.000000000000,2025-Q1,1.0000000,4.0000000
10051,9.940125000000,3.000000000000,2025-Q1,1.0000000,3.0000000
10036,10315.500000000000,23.000000000000,2025-Q1,1.0000000,23.0000000
10095,22425.000000000000,25.000000000000,2024-Q3,1.0000000,25.0000000
10040,1580.123920000000,1.500000000000,2025-Q1,1.0000000,1.0000000
10080,2370.185880000000,4.000000000000,2024-Q3,1.0000000,1.0000000
10044,2930.000000000000,1.000000000000,2024-Q2,1.0000000,1.0000000
10062,61722.107535000000,4169.000000000000,2024-Q3,1.0000000,4169.0000000
10084,2370.185880000000,0.500000000000,2024-Q4,1.0000000,1.0000000
10088,790.061960000000,3.000000000000,2024-Q3,1.0000000,1.0000000
10097,15614.275000000000,12.500000000000,2024-Q3,1.0000000,5.0000000
10087,23356.242000000000,220.500000000000,2024-Q3,1.0000000,441.0000000
10049,639.691920000000,210.000000000000,2025-Q1,1.0000000,84.0000000
10009,58655.865080000000,6014.000000000000,2024-Q4,1.0000000,6014.0000000
10013,9160.539360000000,966.000000000000,2025-Q1,1.0000000,322.0000000
10005,790.061960000000,2.000000000000,2024-Q3,1.0000000,1.0000000
10081,3271.621200000000,1725.000000000000,2024-Q3,1.0000000,345.0000000
10013,3950.309800000000,1.000000000000,2024-Q3,1.0000000,1.0000000
10094,1580.123920000000,1.500000000000,2025-Q1,1.0000000,1.0000000
10053,3821.322240000000,4.500000000000,2024-Q3,1.0000000,3.0000000
10034,1580.123920000000,5.000000000000,2025-Q2,1.0000000,1.0000000
10066,3160.247840000000,1.000000000000,2025-Q1,1.0000000,1.0000000
10032,22759.104000000000,750.000000000000,2024-Q3,1.0000000,300.0000000
10010,18254.698000000000,770.000000000000,2024-Q2,1.0000000,385.0000000
10005,199.142160000000,21.000000000000,2024-Q2,1.0000000,7.0000000
10004,1032.231200000000,110.000000000000,2025-Q2,1.0000000,55.0000000
10003,397.361500000000,100.000000000000,2024-Q4,1.0000000,50.0000000
10031,781.199640000000,4131.000000000000,2024-Q3,1.0000000,2754.0000000
10022,10239.425240000000,1023.000000000000,2024-Q2,1.0000000,341.0000000
10020,15.013820000000,1.500000000000,2024-Q2,1.0000000,1.0000000
10022,180.165840000000,24.000000000000,2025-Q2,1.0000000,6.0000000
10050,14638.474500000000,487.500000000000,2024-Q3,1.0000000,325.0000000
10061,11863.567440000000,72.000000000000,2025-Q1,1.0000000,18.0000000
10088,300.276400000000,15.000000000000,2025-Q1,1.0000000,10.0000000
10079,27565.373520000000,306.000000000000,2024-Q2,1.0000000,306.0000000
10013,1681.547840000000,35.000000000000,2024-Q3,1.0000000,14.0000000
10086,36939.733670000000,13719.000000000000,2024-Q3,1.0000000,4573.0000000
10076,2417.804280000000,36.000000000000,2025-Q1,1.0000000,9.0000000
10059,2572.460000000000,3000.000000000000,2025-Q1,1.0000000,2000.0000000
10039,4104.280800000000,360.000000000000,2024-Q3,1.0000000,240.0000000
10094,3160.247840000000,1.500000000000,2024-Q2,1.0000000,1.0000000
10005,6458.123100000000,38932.500000000000,2024-Q2,1.0000000,15573.0000000
10095,26253.882900000000,1929.000000000000,2025-Q1,1.0000000,643.0000000
10100,1580.123920000000,1.000000000000,2025-Q1,1.0000000,1.0000000
10063,1443.840000000000,15.000000000000,2024-Q3,1.0000000,15.0000000
10061,5885.000000000000,2.500000000000,2024-Q3,1.0000000,1.0000000
10069,2157.700000000000,2.500000000000,2024-Q2,1.0000000,1.0000000
10001,11720.000000000000,2.000000000000,2024-Q3,1.0000000,1.0000000
10066,4305.577500000000,2250.000000000000,2024-Q3,1.0000000,1500.0000000
10096,6320.495680000000,4.000000000000,2025-Q1,1.0000000,1.0000000
10032,11647.546075000000,37796.000000000000,2025-Q1,1.0000000,9449.0000000
10006,8175.390480000000,1935.000000000000,2024-Q3,1.0000000,774.0000000
10057,4740.371760000000,1.000000000000,2025-Q2,1.0000000,1.0000000
10087,93739.837555000000,91767.000000000000,2024-Q3,1.0000000,30589.0000000
10027,3397.212720000000,1332.000000000000,2024-Q3,1.0000000,666.0000000
10088,3160.247840000000,2.000000000000,2024-Q4,1.0000000,1.0000000
10063,3160.247840000000,4.000000000000,2024-Q2,1.0000000,1.0000000
10030,46561.333600000000,2455.000000000000,2024-Q2,1.0000000,491.0000000
10023,29.347710000000,10.500000000000,2024-Q3,1.0000000,21.0000000
10047,5227.110000000000,0.500000000000,2024-Q3,1.0000000,1.0000000
10079,28945.905450000000,16346.000000000000,2025-Q2,1.0000000,16346.0000000
10026,1821.000000000000,40.000000000000,2024-Q3,1.0000000,10.0000000
10090,154.246500000000,20.000000000000,2025-Q1,1.0000000,20.0000000
10037,6149.028600000000,120.000000000000,2025-Q1,1.0000000,120.0000000
10061,2049.676200000000,60.000000000000,2024-Q3,1.0000000,120.0000000
10039,12298.057200000000,240.000000000000,2024-Q2,1.0000000,120.0000000
10068,725.760000000000,45.000000000000,2025-Q1,1.0000000,18.0000000
10050,1.679300000000,10.000000000000,2024-Q3,1.0000000,2.0000000
10001,2049.676200000000,120.000000000000,2025-Q1,1.0000000,120.0000000
10020,57962.643900000000,24549.000000000000,2025-Q2,1.0000000,16366.0000000
10097,163.000000000000,3.000000000000,2024-Q2,1.0000000,1.0000000
10020,83.879040000000,6.000000000000,2025-Q1,1.0000000,4.0000000
